CID,MolecularWeight,CanonicalSMILES,InChIKey,XLogP,Name,Targets
2268,317.3,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,CJJOSEISRRTUQB-UHFFFAOYSA-N,2.8,Bay 11-7085,AGT;AHR;ALDH1A1;ATXN2;BCL2;BCL2L1;CASP3;CBX1;CCL2;CD14;CD40;CD83;CD86;CFLAR;CLDN1;CNR1;CNR2;CXCL8;DRD1;EBI3;EHMT2;GCLC;GCLM;GMNN;HPGD;ICAM1;IFNG;IL12A;IL12B;IL1B;IL27;IL6;IL6STMMP9;MPHOSPH8;NFKBIA;NPSR1;NQO1;OCLN;PRDM1;PTGS2;RELA;RGS4;RNF34;SELE;TNF;VCAM1;VDR;VEGFA
596,243.22,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,UHDGCWIWMRVCDJ-UHFFFAOYSA-N,-2.1,Cytarabine,POLA1;POLA2;PRIM1;PRIM2;POLB;POLD1;POLD2;POLD3;POLD4;POLE1;POLE2;POLE3;POLE4;RRM1;RRM2
59473233,411.5,C1COCCN1C2=CC=C(C=C2)NC3=NC(=CN4C3=NC=C4)C5=CC6=C(C=C5)C=NN6,XSMSNFMDVXXHGJ-UHFFFAOYSA-N,3.6,Entospletinib (GS-9973),SYK
46907787,457,CC1=C(SC2=C1C(=NC(C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C,DNVXATUJJDPFDM-KRWDZBQOSA-N,4.9,JQ1,MYC;BCL2;CDK6;IL6
9823820,426.9,COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl,WOSKHXYHFSIKNG-UHFFFAOYSA-N,2.8,Lenvatinib,ABCB1;ABCB11;ABCG2;AOX1;BRAF;CYP1A2;CYP2B6;CYP2C19;CYP2C8;CYP2C9;CYP2D6;CYP3A4;FGFR1;FGFR2;FGFR3;FGFR4;FLT1;FLT4;KDR;KIT;NRAS;PDGFRA;PDGFRB;RET;SLC22A2;SLC22A6;SLC22A8;SLCO1B1;SLCO1B3;YES1
216345,581.5,CC(C)OC1=C(C=CC(=C1)OC)C2=NC(C(N2C(=O)N3CCNC(=O)C3)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,BDUHCSBCVGXTJM-UHFFFAOYSA-N,5.2,Nutlin 3a,MDM2;TP53
49846579,868.4,CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C,LQBVNQSMGBZMKD-UHFFFAOYSA-N,8.2,Venetoclax,ABCB1;ABCG2;BCL2;BCL2L1;BCL2L2;BIRC5;BRAF;BTRC;CASP3;CASP9;CYP3A4;FLT3;IDH1;IDH2;IGH;KRAS;MAPK1;MAPK3;MCL1;MCP1;NOX4;NPM1;PARP1;PIK3CA;PMAIP1;PTEN;SLCO1B1;SP1;SQSTM1;TP53
3187,359.42,CC(C)CC(C(=O)NCCCCN=C(N)N)NC(=O)C(CC(=O)O)O,QPQNJAXBPHVASB-UHFFFAOYSA-N,-1.3,Volasertib (BI-6727),CDH1;KRAS;PLK1
49803313,552.7,CCC1=C(N=C(C(=N1)C(=O)N)NC2=CC(=C(C=C2)N3CCC(CC3)N4CCN(CC4)C)OC)NC5CCOCC5,GYQYAJJFPNQOOW-UHFFFAOYSA-N,3.5,Gilteritinib,ABCB1;ABCG2;ALB;ALK;AXL;CYP3A4;FLT3;HTR1A;HTR1B;HTR1D;HTR1E;HTR1F;HTR2A;HTR2B;HTR2C;HTR3A;HTR3B;HTR3C;HTR3D;HTR3E;HTR4;HTR6;HTR7;LTK;MERTK;NTRK1;RET;ROS1;SLC22A1;SLC47A1
3400,342.8,C1CC1CN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4F,OFVXPDXXVSGEPX-UHFFFAOYSA-N,3,Lenalidomide,ABCB1;CDH5;CRBN;CSNK1A1;CTNNB1;CUL4A;DDB1;F2R;F3;FAM83F;FGF2;FGFR3;IKZF1;IL1R1;IL2;IL6ST;KRAS;MEIS2;NULL;PTGS2;RAB28;RBX1;SALL4;TEK;TGFBR1;TNF;TNFRSF1A;TNFRSF1B;TNFSF11;VEGFA;VEGFB;VEGFC;ZNF827
3391,458.5,C1C(C(C(C1O)C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)CC=CCCCC(=O)O)O,WWSWYXNVCBLWNZ-UHFFFAOYSA-N,2.9,Lovastatin,HMGCR;RHOA;CCDN1;EGFR;MMP2;MMP9
9936746,492,CC1=C(SC2=C1C(=NC(C3=NN=C(N32)C)CC(=O)NC4=CC=C(C=C4)O)C5=CC=C(C=C5)Cl)C,GNMUEVRJHCWKTO-FQEVSTJZSA-N,4.5,OTX-015,BRD2;BRD4;BRD3;CD69;CDKN1A;DNER;H2BC11;H2BC12;H2BC21;H4C14;HEXIM1;IL2RA;MTHFD1L;MYC;MYCN;PARP1;SESN3;SLC19A1
3319,904.6,CC12CC(=O)NC13CC4C(C(C(=N4)CC5=C(C6=C([N-]5)C(=C7C(C(C(=CC(C2CCC(=O)O)[N-]3)[N-]7)CC(=O)O)CCC(=O)O)C(=O)CC6)CC(=O)O)(C)CC(=O)N)CCC(=O)O.[Ni+3],GYTCYCYCZFADOK-UHFFFAOYSA-M,1.8,Palbociclib,CDK4;CDK6;FOXM1;CCDN1;CCDN2;CCNE1;CCNA1;CCNA2;P16INK4A;E2F1;E2F2;E2F3;E2F4;E2F5;E2F6;E2F7;E2F8
3318,363.6,CCCCCC=CCC=CCC=CCC=CCCC(C)C(=O)NCCF,HMMNZALKMVCHHZ-UHFFFAOYSA-N,7,Panobinostat,HDAC1;HDAC2;HDAC3;HDAC4;HDAC5;HDAC6;HDAC7;HDAC8;HDAC9;HDAC10;HDAC11;PAK1;CCDN1;CCNE1;CCNB1;CMYC;HSP90;BCL2;NFKB
57394021,479,CCCCCNC(=O)N1CCC(C1)CN(CC2=CC=C(C=C2)Cl)CC3=CC=C(S3)[N+](=O)[O-],PPUYOYQTTWJTIU-UHFFFAOYSA-N,5.3,SR9011,NR1D1;NR1D2;NR1H3
2240,282.33,CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C,BLUAFEHZUWYNDE-UHFFFAOYSA-N,2.8,Artemisinin,ABCB1;ABCC3;CHUK;CYP1A2;CYP2B6;CYP2C19;CYP3A4;ESRRA;GSTA1;GSTP1;IDH3A;IKBKB;LYZ;NFKB1;NFKBIA;NR1I2;NR1I3;PPARGC1A;RELA;SLC22A1;SLC22A2;SLCO1A2;TP53
25141092,560.6,CN1CCN(CC1)C2=CC(=C(C=C2)C(=O)NC3=NNC4=C3C=C(C=C4)CC5=CC(=CC(=C5)F)F)NC6CCOCC6,HAYYBYPASCDWEQ-UHFFFAOYSA-N,5.7,Entrectinib,ABCB1;ABL1;ALK;AURKA;AURKB;AXL;BLK;BTK;CAMK1D;CDK7;CLK2;CLK4;CSF1R;CYP3A4;DAPK3;EML4;ETV6;FER;FGFR1;FGFR3;FLT1;FLT3;FLT4;FRK;FYN;GRK5;HIPK2;IGF1R;JAK2;JAK3;KDR;KIT;LCK;LRRK2;LTK;LYN;MAP4K2;MAP4K4;MAP4K5;MET;MST1R;NPM1;NTRK1;NTRK2;NTRK3;PKN2;PLK4;PRKAA1;PRKCG;PRKCQ;PTK2;RET;ROS1;RPS6KA3;SLK;SRC;STK3;SYK;TAOK1;TBK1;TNK2
216468,385.8,C1=CC2=C(C(=C1)NS(=O)(=O)C3=CC=C(C=C3)S(=O)(=O)N)NC=C2Cl,SETFNECMODOHTO-UHFFFAOYSA-N,1.8,Indisulam,CA1;CA12;CA2;CA3;CA5A;CA5B;CA6;CA7;CA9;CYP2C9;CYP2D6;CYP2E1;CYP3A4;RB1
3332,212.24,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O,QRZAKQDHEVVFRX-UHFFFAOYSA-N,3,Olaparib,AKT1;ATM;ATR;BAP1;BARD1;BCL2;BIRC5;BRCA1;BRCA2;CASP3;CASP8;CASP9;CBLC;CDK12;CHEK1;DDIT3;ERBB2;ESR1;ESR2;FH;H2AX;IDH1;IDH2;KRAS;MAP1LC3B;MET;MLH1;MSH2;MSH3;MYC;PALB2;PARP1;PARP2;PARP3;PGR;PIK3CA;PTEN;SDHB;SIRT1;STAG2;TNFRSF10B;TNFSF10;TNKS;TP53;VHL
67469117,526.7,CC1=CC(=C(C(=O)N1)CNC(=O)C2=C3C(=CN(C3=CC(=C2)C4=CN=C(C=C4)N5CCN(CC5)C)C(C)C)C)C,HRDQQHUKUIKFHT-UHFFFAOYSA-N,3.8,Selinexor,CYP3A4;SLCO1B3;XPO1
3503,518.6,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O,QBKSWRVVCFFDOT-UHFFFAOYSA-N,6.9,AT-101,ACHE;BAD;BCHE;BCL2;MCL1
3068,586.7,CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6CC(=O)OC6)O)CO)O)O)O)O,ZTFGOPUOTATSAL-UHFFFAOYSA-N,-1.2,Birinapant,BIRC2;BIRC3;XIAP
66571643,364.5,C1CN(CCC1CNC2CC2C3=CC=CC=C3)CC4=CC=C(C=C4)C(=O)O,LRULVYSBRWUVGR-FCHUYYIVSA-N,1.3,GSK-2879552,KDM1A
20357474,372.3,CN1CCC(=C2C3=CC=CC=C3SC4=C2C=C(C=C4)Br)CC1,UHGZJXZINNENOT-UHFFFAOYSA-N,4.9,BLZ945,CSF1R;CSF3R;KIT;PDGFRB
3071,246.31,C1=CC=C2C(=C1)C(=CN2)CC3=CNC4=CC=CC=C43,VFTRKSBEFQDZKX-UHFFFAOYSA-N,4.3,BMS-754807,AKT1;AURKB;AXL;CCND1;CDK4;CDK6;CDKN2A;EGFR;ETV6;IGF1R;INSR;KRAS;MET;MST1R;NTRK1;NTRK2;PTEN;RB1;RPS6KB1
5281605,270.24,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,FXNFHKRTJBSTCS-UHFFFAOYSA-N,1.7,Baiclein,NFKB;STAT3;CCDN1;BCL2;MMP9;CASP3;EGFR;PI3K;AKT;MAPK1;MAPK14;MAPK3;MAPKAPK2;MAPK8;MAP2K1;MAP2K2
60765,326.8,CCOC(=O)C1(CO1)CCCCCCOC2=CC=C(C=C2)Cl,DZLOHEOHWICNIL-KRWDZBQOSA-N,4.3,Etomoxir,CPT1B
4091,129.16,CN(C)C(=N)N=C(N)N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,-1.3,Metformin,AMPK;MTOR;IGF1R;CDK4;FOXO1;MPGD;ERA;PRKAA1;BCL2;SOD2;NRF2
11476171,439.6,C1CN(C1)CC2CC(C2)N3C=C(C4=C(N=CN=C43)N)C5=CC(=CC=C5)OCC6=CC=CC=C6,AECDBHGVIIRMOI-UHFFFAOYSA-N,4.2,NVP-AEW541,AIFM1;AKT1;BAX;BCL2;CCND1;CDK4;CDK6;CDKN1A;DIABLO;EGF;EGFR;IGF1;IGF1R;INSR;IRS1;MAPK1;MAPK3;PDGFRB
22049997,477.3,CC1=C(C=C(C=C1)C(=O)NC)N2C(=CC(=C(C2=O)Br)OCC3=C(C=C(C=C3)F)F)C,KCAJXIDMCNPGHZ-UHFFFAOYSA-N,4.2,PH-797804,MAPK11;MAPK12;MAPK13;MAPK14;ROCK2
4746,277.5,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,CYXKNKQEMFBLER-UHFFFAOYSA-N,6.8,Perhexiline maleate,AR;ATF4;ATF6;ATXN2;CPT1B;CPT2;DDIT3;EIF2AK3;EIF2S1;ERN1;GPR55;HTT;IDH1;KCNH2;MITF;MTOR;NLRP1;NPSR1;XBP1
11539025,420.5,CC(C)(C)CN1C2=C(C=CC(=N2)C3=C(N=C(N3)C(C)(C)C)C4=CC=C(C=C4)F)N=C1N,XPPBBJCBDOEXDN-UHFFFAOYSA-N,5.3,Ralimetinib (LY2228820),MAPK
56959,427.5,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,XKLMZUWKNUAPSZ-UHFFFAOYSA-N,2.7,Ranolazine,ABCB1;ABCB11;ADRA1A;ADRA1B;ADRA1D;ADRB1;CACNA1C;CACNA1D;CACNA1F;CACNA1S;CACNB1;CACNB2;CACNB3;CACNB4;CYP2D6;CYP3A4;KCNJ12;KCNJ14;KCNJ2;KCNJ4;ORM1;PLG;SCN10A;SCN11A;SCN1A;SCN1B;SCN2A;SCN2B;SCN3A;SCN3B;SCN4A;SCN4B;SCN5A;SCN7A;SCN8A;SCN9A;SLC47A1;SLC47A2
446339,566,CCOC(=O)C1CN(CC(=O)N1CC2=CC=[N+](C=C2)C3=CC=NC=C3)S(=O)(=O)C4=CC5=C(C=C4)C=C(C=C5)Cl,GFCOGUIWSHWJKN-AREMUKBSSA-N,3.7,XMD 8-87,TNK2
6442177,958.2,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC,HKVAMNSJSFKALM-GKUWKFKPSA-N,5.9,Everolimus,MTOR
